Player Combo,isTwoPlayer,Minutes,Off Min,Def Min,Off Poss,Def Poss,Total Possessions,rel_PM_p40,On-Off_PMp40,ORTG,DRTG,Net_RTG,On-Off,PM_p40,rel_Off_RTG,rel_Def_RTG,rel_Net_RTG,Plus_Minus,Off-Court PM_p40,Off-Court ORTG,Off-Court DRTG,Off-Court Net_RTG,Team Minutes,Team Plus_Minus,Team Off Poss,Team Def Poss,Team Total Possessions,Team ORTG,Team DRTG,Team Net_RTG,Team PM_p40
SD-SD,True,41.945,20.923,21.022,78,92,170,10.384,25.858,80.769,102.174,-21.405,24.093,-29.563,1.404,-8.216,9.62,-31,-55.421,77.083,122.581,-45.497,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-MH,True,33.085,18.07,15.015,67,69,136,14.558,30.776,67.164,95.652,-28.488,20.145,-25.389,-12.201,-14.737,2.537,-21,-56.166,75.758,124.39,-48.633,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
KJ-MH,True,30.147,15.295,14.852,56,68,124,-10.473,43.236,58.929,104.412,-45.483,19.567,-50.42,-20.437,-5.978,-14.459,-38,-93.656,65.385,130.435,-65.05,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-KJ,True,27.63,14.158,13.472,53,61,114,10.993,38.435,75.472,98.361,-22.889,34.769,-28.954,-3.893,-12.029,8.136,-20,-67.389,66.667,124.324,-57.658,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN,True,24.288,12.615,11.673,47,53,100,28.419,58.931,95.745,98.113,-2.369,70.438,-11.528,16.38,-12.276,28.656,-7,-70.459,60.526,133.333,-72.807,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
IK-MH,True,24.003,14.412,9.592,53,42,95,44.946,106.077,75.472,88.095,-12.624,40.154,4.999,-3.893,-22.294,18.401,3,-101.078,83.333,136.111,-52.778,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-KJ,True,23.532,11.918,11.613,44,52,96,28.048,52.351,95.455,94.231,1.224,61.685,-11.899,16.089,-16.159,32.248,-7,-64.25,61.538,122.0,-60.462,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-AM7,True,22.692,11.097,11.595,40,54,94,-0.597,-11.729,95.0,112.963,-17.963,6.158,-40.544,15.635,2.573,13.062,-23,-28.814,87.879,112.0,-24.121,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-MH,True,22.167,11.392,10.775,42,48,90,27.315,62.458,80.952,85.417,-4.464,57.276,-12.632,1.587,-24.973,26.56,-7,-75.09,62.069,123.81,-61.741,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
IK-KJ,True,22.045,13.48,8.565,50,40,90,38.132,107.119,76.0,97.5,-21.5,67.516,-1.814,-3.365,-12.89,9.525,-1,-108.934,47.826,136.842,-89.016,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-IK,True,22.0,12.6,9.4,47,40,87,50.856,122.172,85.106,85.0,0.106,78.231,10.909,5.741,-25.39,31.131,6,-111.263,56.25,134.375,-78.125,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-DP,True,20.143,9.905,10.238,34,44,78,-15.655,-21.968,70.588,118.182,-47.594,-22.93,-55.602,-8.777,7.792,-16.569,-28,-33.634,82.609,107.273,-24.664,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-IK,True,18.895,11.283,7.612,42,36,78,73.818,127.598,104.762,77.778,26.984,99.859,33.871,25.397,-32.612,58.009,16,-93.726,53.125,126.0,-72.875,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-AM7,True,15.65,8.977,6.673,29,31,60,-18.839,-24.062,58.621,129.032,-70.412,-43.996,-58.786,-20.744,18.643,-39.387,-23,-34.724,73.585,100.0,-26.415,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-MH,True,15.045,8.323,6.722,28,29,57,-7.91,-1.243,82.143,141.379,-59.236,-82.565,-47.856,2.778,30.99,-28.212,-18,-46.613,136.842,113.514,23.329,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
EF-AM7,True,13.368,6.412,6.957,25,33,58,-19.896,-9.23,60.0,106.061,-46.061,-4.494,-59.843,-19.365,-4.329,-15.036,-20,-50.613,73.585,115.152,-41.567,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-AC,True,13.357,7.842,5.515,26,26,52,-13.959,-34.149,73.077,142.308,-69.231,-57.028,-53.906,-6.288,31.918,-38.206,-18,-19.757,77.083,89.286,-12.202,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
EF-MH,True,12.878,7.347,5.532,29,21,50,46.159,37.006,79.31,100.0,-20.69,-2.874,6.212,-0.055,-10.39,10.335,2,-30.794,116.667,134.483,-17.816,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-IK,True,12.76,8.595,4.165,24,18,42,36.812,80.626,95.833,133.333,-37.5,-14.312,-3.135,16.468,22.944,-6.475,-1,-83.761,83.333,106.522,-23.188,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-EF,True,12.695,6.453,6.242,26,29,55,-7.316,-12.031,65.385,110.345,-44.96,-11.029,-47.263,-13.98,-0.045,-13.936,-15,-35.232,71.154,105.085,-33.931,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-IK,True,11.975,6.418,5.557,24,27,51,16.565,81.043,87.5,103.704,-16.204,49.727,-23.382,8.135,-6.686,14.821,-7,-104.425,55.0,120.93,-65.93,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-KJ,True,11.813,5.992,5.822,22,28,50,2.701,-0.908,95.455,114.286,-18.831,12.069,-37.246,16.089,3.896,12.193,-11,-36.338,86.957,117.857,-30.901,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-AM7,True,11.655,5.242,6.413,19,27,46,22.787,31.325,89.474,81.481,7.992,44.103,-17.16,10.109,-28.908,39.017,-5,-48.485,88.889,125.0,-36.111,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-AC,True,11.643,5.19,6.453,19,28,47,-39.068,7.471,78.947,135.714,-56.767,-36.599,-79.015,-0.418,25.325,-25.742,-23,-86.486,85.714,105.882,-20.168,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-MH,True,11.63,4.4,7.23,16,30,46,-39.159,-48.371,62.5,110.0,-47.5,-40.854,-79.106,-16.865,-0.39,-16.475,-23,-30.735,108.571,115.217,-6.646,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-AM7,True,11.577,6.53,5.047,21,24,45,-25.703,-28.382,42.857,116.667,-73.81,-34.204,-65.649,-36.508,6.277,-42.785,-19,-37.267,73.438,113.043,-39.606,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
IK-EF,True,11.413,5.493,5.92,23,24,47,53.965,113.934,113.043,91.667,21.377,49.216,14.019,33.678,-18.723,52.401,4,-99.915,95.238,123.077,-27.839,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD,True,11.033,4.4,6.633,17,27,44,-3.558,8.621,100.0,107.407,-7.407,30.688,-43.505,20.635,-2.982,23.617,-12,-52.125,85.714,123.81,-38.095,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-EF,True,10.817,5.315,5.502,21,24,45,-19.221,-21.075,61.905,120.833,-58.929,-45.797,-59.168,-17.46,10.444,-27.904,-16,-38.093,77.778,90.909,-13.131,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
IK-AM7,True,10.645,5.827,4.818,18,23,41,21.159,107.585,94.444,95.652,-1.208,65.757,-18.788,15.079,-14.737,29.817,-5,-126.374,68.75,135.714,-66.964,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-KJ,True,10.573,3.592,6.982,14,31,45,-62.197,-62.186,50.0,109.677,-59.677,-32.322,-102.144,-29.365,-0.712,-28.653,-27,-39.958,80.488,107.843,-27.355,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-EF,True,10.485,6.755,3.73,25,17,42,55.207,53.155,80.0,94.118,-14.118,41.498,15.26,0.635,-16.272,16.907,4,-37.895,79.167,134.783,-55.616,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-IK,True,10.253,5.815,4.438,19,19,38,24.342,68.782,78.947,100.0,-21.053,25.716,-15.605,-0.418,-10.39,9.972,-4,-84.387,71.875,118.644,-46.769,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-DP,True,10.243,4.43,5.813,17,27,44,-45.963,-51.899,52.941,114.815,-61.874,-34.562,-85.91,-26.424,4.425,-30.849,-22,-34.01,74.138,101.449,-27.311,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-KJ,True,10.238,6.172,4.067,20,19,39,-18.657,-7.328,80.0,163.158,-83.158,-66.18,-58.603,0.635,52.768,-52.133,-15,-51.275,89.474,106.452,-16.978,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-MH,True,10.182,5.307,4.875,19,23,42,-34.697,4.303,52.632,126.087,-73.455,-12.49,-74.644,-26.734,15.697,-42.431,-19,-78.947,91.667,152.632,-60.965,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-AC,True,10.118,6.593,3.525,21,17,38,-15.398,-32.398,52.381,147.059,-94.678,-81.462,-55.345,-26.984,36.669,-63.653,-14,-22.947,78.333,91.549,-13.216,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-EF,True,9.602,3.708,5.893,15,26,41,-60.036,-48.769,46.667,119.231,-72.564,-40.15,-99.983,-32.698,8.841,-41.54,-24,-51.213,77.586,110.0,-32.414,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SI,True,8.88,2.908,5.972,11,26,37,-68.161,-64.787,36.364,107.692,-71.329,-35.299,-108.108,-43.001,-2.697,-40.304,-24,-43.321,76.471,112.5,-36.029,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-EF,True,8.115,4.08,4.035,15,17,32,39.947,73.042,100.0,88.235,11.765,84.781,0.0,20.635,-22.154,42.789,0,-73.042,51.429,124.444,-73.016,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-IK,True,7.953,5.44,2.513,17,11,28,19.829,39.97,64.706,136.364,-71.658,-17.921,-20.117,-14.659,25.974,-40.633,-4,-60.087,71.795,125.532,-53.737,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-AC,True,7.857,5.402,2.455,15,10,25,14.491,-34.86,80.0,170.0,-90.0,-97.143,-25.456,0.635,59.61,-58.975,-5,9.404,90.476,83.333,7.143,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AM7-KJ,True,7.845,3.797,4.048,13,20,33,39.947,34.199,130.769,85.0,45.769,46.856,0.0,51.404,-25.39,76.794,0,-34.199,125.0,126.087,-1.087,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-DP,True,7.597,4.097,3.5,15,14,29,55.743,61.747,113.333,100.0,13.333,63.852,15.796,33.968,-10.39,44.358,3,-45.951,68.0,118.519,-50.519,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AM7-MH,True,7.533,3.788,3.745,13,18,31,-7.841,42.348,46.154,83.333,-37.179,-21.738,-47.788,-33.211,-27.056,-6.155,-9,-90.135,137.5,152.941,-15.441,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-AM7,True,7.44,4.56,2.88,12,16,28,-8.44,-41.675,41.667,87.5,-45.833,-27.083,-48.387,-37.698,-22.89,-14.809,-9,-6.713,81.25,100.0,-18.75,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
EF-KJ,True,6.713,3.288,3.425,13,12,25,28.03,49.718,76.923,100.0,-23.077,24.84,-11.917,-2.442,-10.39,7.948,-2,-61.635,81.25,129.167,-47.917,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-KJ,True,6.595,3.258,3.337,12,14,26,39.947,25.307,125.0,107.143,17.857,24.348,0.0,45.635,-3.247,48.882,0,-25.307,106.667,113.158,-6.491,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-AC,True,6.005,2.432,3.573,9,16,25,-33.326,11.861,122.222,137.5,-15.278,41.268,-73.272,42.857,27.11,15.747,-11,-85.133,48.0,104.545,-56.545,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-EF,True,5.337,1.008,4.328,4,13,17,-42.502,-63.768,150.0,130.769,19.231,30.937,-82.448,70.635,20.38,50.255,-11,-18.68,94.643,106.349,-11.706,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SI,True,5.29,1.963,3.327,7,17,24,-65.913,-101.49,71.429,111.765,-40.336,-31.819,-105.86,-7.937,1.375,-9.312,-14,-4.37,84.211,92.727,-8.517,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-AM7,True,4.393,2.042,2.352,7,11,18,76.366,109.384,200.0,90.909,109.091,192.795,36.419,120.635,-19.481,140.115,4,-72.965,62.963,146.667,-83.704,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-SI,True,4.267,2.1,2.167,4,8,12,-63.178,-92.76,0.0,137.5,-137.5,-123.415,-103.125,-79.365,27.11,-106.475,-11,-10.365,85.915,100.0,-14.085,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-DP,True,4.245,1.755,2.49,7,9,16,30.524,29.761,128.571,111.111,17.46,38.624,-9.423,49.206,0.722,48.485,-1,-39.184,104.762,125.926,-21.164,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-SI,True,4.035,0.243,3.792,1,13,14,-88.926,-77.174,300.0,123.077,176.923,232.887,-128.872,220.635,12.687,207.948,-13,-51.698,64.444,120.408,-55.964,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SN,True,3.902,2.042,1.86,7,9,16,111.711,119.906,200.0,77.778,122.222,190.222,71.764,120.635,-32.612,153.247,7,-48.142,52.0,120.0,-68.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-MH,True,3.277,1.333,1.943,5,8,13,3.324,5.242,80.0,87.5,-7.5,-39.405,-36.623,0.635,-22.89,23.525,-3,-41.865,153.333,121.429,31.905,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
A'M-JB,True,3.227,0.0,3.227,0,12,12,-207.987,-219.667,0.0,166.667,-166.667,-141.032,-247.934,-79.365,56.277,-135.642,-20,-28.266,79.365,105.0,-25.635,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-A'M,True,2.588,0.0,2.588,0,9,9,-207.317,-229.653,0.0,177.778,-177.778,-158.053,-247.263,-79.365,67.388,-146.753,-16,-17.611,84.158,103.883,-19.725,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-JB,True,2.588,0.0,2.588,0,9,9,-207.317,-231.945,0.0,177.778,-177.778,-158.966,-247.263,-79.365,67.388,-146.753,-16,-15.318,84.158,102.97,-18.812,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-JB,True,1.723,0.0,1.723,0,7,7,-238.583,-235.926,0.0,171.429,-171.429,-130.33,-278.53,-79.365,61.039,-140.404,-12,-42.604,77.083,118.182,-41.098,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-A'M,True,1.648,0.0,1.648,0,6,6,-178.456,-164.47,0.0,150.0,-150.0,-92.754,-218.402,-79.365,39.61,-118.975,-9,-53.933,59.42,116.667,-57.246,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-JB,True,1.648,0.0,1.648,0,6,6,-178.456,-167.213,0.0,150.0,-150.0,-93.631,-218.402,-79.365,39.61,-118.975,-9,-51.189,59.42,115.789,-56.369,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-JB,True,1.578,0.0,1.578,0,6,6,-213.485,-229.238,0.0,166.667,-166.667,-146.334,-253.432,-79.365,56.277,-135.642,-10,-24.194,82.609,102.941,-20.332,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-A'M,True,1.367,0.0,1.367,0,5,5,-223.468,-220.81,0.0,180.0,-180.0,-138.902,-263.415,-79.365,69.61,-148.975,-9,-42.604,77.083,118.182,-41.098,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
A'M-EF,True,1.222,0.0,1.222,0,4,4,-189.248,-196.908,0.0,175.0,-175.0,-148.853,-229.195,-79.365,64.61,-143.975,-7,-32.287,80.519,106.667,-26.147,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
EF-JB,True,1.222,0.0,1.222,0,4,4,-189.248,-199.505,0.0,175.0,-175.0,-149.838,-229.195,-79.365,64.61,-143.975,-7,-29.69,80.519,105.682,-25.162,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-A'M,True,1.222,0.0,1.222,0,4,4,-189.248,-205.001,0.0,175.0,-175.0,-154.668,-229.195,-79.365,64.61,-143.975,-7,-24.194,82.609,102.941,-20.332,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-JB,True,0.713,0.0,0.713,0,4,4,-352.577,-374.991,0.0,175.0,-175.0,-153.649,-392.523,-79.365,64.61,-143.975,-7,-17.533,77.333,98.684,-21.351,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
JB-MH,True,0.638,0.0,0.638,0,3,3,-148.043,-161.794,0.0,100.0,-100.0,-86.407,-187.99,-79.365,-10.39,-68.975,-3,-26.196,97.727,111.321,-13.593,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-A'M,True,0.638,0.0,0.638,0,3,3,-210.706,-234.164,0.0,133.333,-133.333,-130.132,-250.653,-79.365,22.944,-102.309,-4,-16.489,82.192,85.393,-3.201,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
AC-JB,True,0.638,0.0,0.638,0,3,3,-210.706,-237.131,0.0,133.333,-133.333,-131.617,-250.653,-79.365,22.944,-102.309,-4,-13.522,82.192,83.908,-1.716,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
A'M-AM7,True,0.357,0.0,0.357,0,2,2,-408.651,-423.964,0.0,200.0,-200.0,-171.659,-448.598,-79.365,89.61,-168.975,-4,-24.634,80.519,108.861,-28.341,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
JB-AM7,True,0.357,0.0,0.357,0,2,2,-408.651,-426.844,0.0,200.0,-200.0,-172.727,-448.598,-79.365,89.61,-168.975,-4,-21.754,80.519,107.792,-27.273,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-A'M,True,0.357,0.0,0.357,0,2,2,-408.651,-431.066,0.0,200.0,-200.0,-178.649,-448.598,-79.365,89.61,-168.975,-4,-17.533,77.333,98.684,-21.351,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
A'M-MH,True,0.282,0.0,0.282,0,1,1,39.947,26.196,0.0,0.0,0.0,13.593,0.0,-79.365,-110.39,31.025,0,-26.196,97.727,111.321,-13.593,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SD-KJ-MH,False,23.6,12.44,11.16,46,52,98,-0.731,45.026,58.696,98.077,-39.381,34.198,-40.678,-20.669,-12.313,-8.357,-24,-85.704,54.545,128.125,-73.58,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SD-SN-MH,False,18.963,10.897,8.067,40,39,79,37.837,80.214,80.0,84.615,-4.615,73.688,-2.109,0.635,-25.774,26.409,-1,-82.323,52.0,130.303,-78.303,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SD-SN-KJ,False,17.45,9.333,8.117,35,39,74,30.778,65.389,88.571,89.744,-1.172,74.469,-9.169,9.206,-20.646,29.852,-4,-74.558,57.692,133.333,-75.641,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SD-IK-MH,False,17.268,10.548,6.72,39,30,69,51.529,110.224,71.795,76.667,-4.872,74.259,11.582,-7.57,-33.723,26.153,5,-98.642,60.0,139.13,-79.13,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SD-SN-IK,False,15.0,9.145,5.855,34,27,61,74.613,163.915,94.118,70.37,23.747,123.747,34.667,14.753,-40.019,54.772,13,-129.248,50.0,150.0,-100.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SD-IK-KJ,False,14.048,8.183,5.865,31,26,57,37.099,103.001,67.742,84.615,-16.873,75.984,-2.847,-11.623,-25.774,14.151,-1,-105.849,50.0,142.857,-92.857,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-KJ-MH,False,13.983,7.615,6.368,28,32,60,11.341,65.475,64.286,87.5,-23.214,68.411,-28.605,-15.079,-22.89,7.81,-10,-94.081,42.857,134.483,-91.626,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-IK-MH,False,13.24,8.228,5.012,30,24,54,70.158,146.275,83.333,62.5,20.833,116.987,30.211,3.968,-47.89,51.858,10,-116.064,53.846,150.0,-96.154,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-IK-KJ-MH,False,12.288,7.267,5.022,27,23,50,26.926,103.043,51.852,78.261,-26.409,69.745,-13.02,-27.513,-32.129,4.616,-4,-116.064,53.846,150.0,-96.154,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-IK-KJ,False,10.02,5.863,4.157,22,20,42,55.915,125.362,81.818,70.0,11.818,111.818,15.968,2.453,-40.39,42.843,4,-109.394,50.0,150.0,-100.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-IK-KJ-MH,False,9.615,5.442,4.173,20,21,41,39.947,116.064,65.0,61.905,3.095,99.249,0.0,-14.365,-48.485,34.12,0,-116.064,53.846,150.0,-96.154,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-DP-AC-AM7,False,8.602,5.468,3.133,17,15,32,-25.157,-35.676,41.176,140.0,-98.824,-66.808,-65.104,-38.189,29.61,-67.799,-14,-29.428,63.636,95.652,-32.016,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-DP-EF-AM7,False,8.152,3.708,4.443,15,21,36,-43.472,-27.238,46.667,114.286,-67.619,-22.658,-83.419,-32.698,3.896,-36.595,-17,-56.181,66.667,111.628,-44.961,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-AC-EF-AM7,False,6.348,3.368,2.98,13,14,27,-35.664,-17.955,53.846,135.714,-81.868,-32.118,-75.61,-25.519,25.325,-50.844,-12,-57.656,44.0,93.75,-49.75,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-DP-AC-EF,False,6.348,3.368,2.98,13,14,27,-35.664,-38.218,53.846,135.714,-81.868,-51.035,-75.61,-25.519,25.325,-50.844,-12,-37.393,45.833,76.667,-30.833,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-DP-AC-AM7,False,6.348,3.368,2.98,13,14,27,-35.664,-56.429,53.846,135.714,-81.868,-60.033,-75.61,-25.519,25.325,-50.844,-12,-19.181,70.27,92.105,-21.835,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-AC-EF-AM7,False,6.348,3.368,2.98,13,14,27,-35.664,-53.243,53.846,135.714,-81.868,-64.264,-75.61,-25.519,25.325,-50.844,-12,-22.367,70.968,88.571,-17.604,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SI-KJ-MH,False,6.2,2.908,3.292,11,16,27,-43.924,2.259,36.364,106.25,-69.886,-17.002,-83.871,-43.001,-4.14,-38.862,-13,-86.13,62.5,115.385,-52.885,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-AC-KJ-MH,False,6.005,2.772,3.233,10,14,24,-73.292,2.398,60.0,164.286,-104.286,-104.286,-113.239,-19.365,53.896,-73.261,-17,-115.637,100.0,100.0,0.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-EF-MH,False,5.048,3.805,1.243,14,7,21,95.411,101.588,85.714,71.429,14.286,104.286,55.464,6.349,-38.961,45.31,7,-46.124,60.0,150.0,-90.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-DP-IK-KJ,False,4.632,2.537,2.095,10,9,19,57.219,73.403,130.0,122.222,7.778,77.778,17.272,50.635,11.833,38.802,2,-56.131,40.0,110.0,-70.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-IK-EF-AM7,False,4.517,1.75,2.767,7,13,20,13.378,128.772,114.286,84.615,29.67,96.337,-26.568,34.921,-25.774,60.695,-3,-155.34,85.714,152.381,-66.667,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SN-EF-KJ-MH,False,4.272,2.048,2.223,7,8,15,11.855,58.899,71.429,100.0,-28.571,95.238,-28.092,-7.937,-10.39,2.453,-3,-86.992,33.333,157.143,-123.81,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-DP-IK-AM7,False,4.057,2.44,1.617,6,8,14,-29.075,42.545,0.0,87.5,-87.5,-19.886,-69.022,-79.365,-22.89,-56.475,-7,-111.567,68.75,136.364,-67.614,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SD-AM7-MH,False,3.95,1.995,1.955,7,7,14,29.82,84.255,85.714,100.0,-14.286,42.857,-10.127,6.349,-10.39,16.739,-1,-94.382,100.0,157.143,-57.143,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-IK-KJ-MH,False,3.865,2.692,1.173,10,6,16,-1.45,205.356,40.0,133.333,-93.333,79.394,-41.397,-39.365,22.944,-62.309,-4,-246.753,0.0,172.727,-172.727,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
DP-DP-AC-IK,False,3.77,3.225,0.545,8,3,11,18.727,48.098,50.0,200.0,-150.0,-131.25,-21.22,-29.365,89.61,-118.975,-2,-69.319,81.25,100.0,-18.75,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-AC-MH,False,3.715,1.307,2.408,5,11,16,-46.191,74.802,140.0,136.364,3.636,117.922,-86.137,60.635,25.974,34.661,-8,-160.939,0.0,114.286,-114.286,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-EF-KJ-MH,False,3.705,2.57,1.135,9,5,14,72.335,103.36,88.889,100.0,-11.111,155.556,32.389,9.524,-10.39,19.913,3,-70.971,33.333,200.0,-166.667,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-SN-DP-IK,False,3.325,1.755,1.57,7,5,12,88.067,332.818,128.571,100.0,28.571,195.238,48.12,49.206,-10.39,59.596,4,-284.698,0.0,166.667,-166.667,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
MS-SN-AM7-KJ,False,3.122,1.767,1.355,6,6,12,116.829,144.647,183.333,83.333,100.0,100.0,76.882,103.968,-27.056,131.025,6,-67.765,150.0,150.0,0.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-IK-EF-MH,False,3.082,2.017,1.065,8,4,12,117.827,182.569,125.0,100.0,25.0,75.0,77.88,45.635,-10.39,56.025,6,-104.689,100.0,150.0,-50.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SD-AC-AM7-MH,False,3.037,1.732,1.305,7,6,13,0.43,153.586,57.143,116.667,-59.524,80.476,-39.517,-22.222,6.277,-28.499,-3,-193.103,0.0,140.0,-140.0,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
SI-AC-IK-AM7,False,3.025,2.76,0.265,6,2,8,13.5,-13.382,33.333,200.0,-166.667,-138.095,-26.446,-46.032,89.61,-135.642,-2,-13.065,71.429,100.0,-28.571,70.093,-70,126,154,280,79.365,110.39,-31.025,-39.947
