PossessionID,Notes,Side,HeightSortedLineup,IncompleteResult,Duration,2FGA,2FGM,3PA,3PM,FTA,FTM,TOV,ORB,FOUL,PTS,Team_DefPoss,Team_AllowMiddle,Team_AllowPaintTouch,Team_AllowUC3,Team_AllowOBoard,Team_Deflections
16,P1,Defense,MS-SD-SI-KJ-MH,True,0:09.2,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
17,P1,Defense,MS-SD-SI-KJ-MH,False,0:09.6,0,0,1,1,0,0,0,0,0,3,True,False,True,True,False,False
18,P1,Defense,MS-SD-SI-KJ-MH,False,0:17.0,1,0,0,0,0,0,0,0,0,0,True,True,True,False,True,False
19,P1,Defense,SD-SI-AM7-KJ-MH,False,0:11.8,1,0,1,0,0,0,0,1,0,0,True,False,True,True,False,False
20,P1,Defense,SD-SI-AM7-KJ-MH,False,0:13.7,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False
21,P2,Offense,MS-SD-AM7-KJ-MH,False,0:19.4,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
22,P2,Defense,MS-SD-AM7-KJ-MH,True,0:19.1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False
23,P2,Defense,MS-SD-AM7-KJ-MH,False,0:14.2,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
24,P2,Offense,SD-AC-IK-EF-AM7,True,0:24.9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
25,P2,Offense,SD-AC-IK-EF-AM7,True,0:11.4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
26,P2,Defense,SD-AC-IK-EF-AM7,False,0:16.9,1,0,0,0,0,0,0,1,0,0,True,True,False,False,False,False
27,P2,Offense,MS-IK-EF-KJ-MH,False,0:17.0,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
28,P2,Defense,MS-IK-EF-KJ-MH,False,0:08.4,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
29,P2,Offense,MS-IK-EF-KJ-MH,False,0:10.5,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
30,P2,Offense,MS-IK-EF-KJ-MH,False,0:07.9,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False
31,P2,Offense,MS-IK-EF-KJ-MH,False,0:07.7,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False
32,P2,Defense,MS-IK-EF-KJ-MH,False,0:21.3,2,1,0,0,0,0,0,1,0,2,True,True,True,False,False,False
33,P2,Defense,MS-SD-AC-AM7-MH,False,0:06.3,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
34,P2,Offense,MS-SD-AC-AM7-MH,True,0:06.1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
35,P2,Offense,MS-SD-AC-AM7-MH,False,0:12.9,1,1,1,0,0,0,0,1,0,2,False,False,False,False,False,False
36,P2,Defense,MS-SD-AC-AM7-MH,True,0:03.6,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
37,P2,Defense,MS-SD-AC-AM7-MH,False,0:28.2,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
38,P2,Offense,SD-AC-EF-KJ-MH,False,0:15.7,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
39,P2,Offense,SD-IK-EF-KJ-MH,False,0:15.6,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
40,P2,Defense,SD-IK-EF-KJ-MH,False,0:28.7,1,1,0,0,0,0,0,0,0,2,True,True,True,False,False,False
41,P3,Offense,MS-AC-IK-KJ-MH,False,0:27.1,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
42,P3,Offense,MS-AC-IK-KJ-MH,False,0:18.1,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
43,P3,Defense,MS-AC-IK-KJ-MH,False,0:06.4,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
44,P3,Offense,MS-AC-IK-KJ-MH,False,0:20.2,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
45,P3,Defense,MS-AC-IK-KJ-MH,False,0:05.9,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
46,P3,Offense,MS-AC-IK-KJ-MH,False,0:33.1,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
47,P3,Offense,MS-SD-IK-EF-AM7,False,0:18.1,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
48,P3,Defense,MS-SD-IK-EF-AM7,False,0:15.1,2,1,0,0,0,0,0,1,0,2,True,True,False,False,True,False
49,P3,Offense,MS-SD-IK-EF-AM7,True,0:06.5,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
50,P3,Offense,MS-SD-IK-EF-AM7,False,0:24.5,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
51,P3,Defense,MS-SD-IK-EF-AM7,False,0:16.6,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
52,P3,Defense,MS-SD-IK-KJ-MH,False,0:09.5,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
53,P3,Offense,MS-SD-IK-KJ-MH,False,0:02.4,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
54,P3,Defense,MS-SD-IK-KJ-MH,True,0:10.7,1,0,0,0,0,0,0,1,0,0,True,False,False,False,True,False
55,P3,Defense,MS-SD-IK-KJ-MH,False,0:18.9,2,1,0,0,0,0,0,1,0,2,True,False,True,False,True,False
56,P3,Offense,MS-SD-IK-KJ-MH,False,0:17.5,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
57,P3,Offense,SD-AC-IK-KJ-MH,False,0:18.3,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
58,P3,Defense,SD-AC-IK-KJ-MH,True,0:10.5,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
59,P3,Defense,SD-AC-IK-KJ-MH,False,0:19.9,1,1,0,0,0,0,0,0,0,2,True,False,True,False,True,False
60,P3,Offense,SD-AC-IK-KJ-MH,False,0:26.1,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
61,P3,Offense,SD-AC-EF-AM7-MH,True,0:10.5,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
62,P3,Offense,SD-AC-EF-AM7-MH,True,0:19.6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
63,P3,Offense,SD-AC-EF-AM7-MH,False,0:11.0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
64,P3,Defense,SD-AC-EF-AM7-MH,False,0:09.8,0,0,0,0,0,0,0,0,1,0,True,True,False,False,False,False
65,P3,Defense,SD-AC-EF-AM7-MH,False,0:09.9,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
66,P3,Offense,SD-AC-EF-AM7-MH,False,0:06.4,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
67,P3,Defense,SD-AC-EF-AM7-MH,False,0:06.5,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
68,P3,Offense,SD-AC-EF-AM7-MH,False,0:23.2,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
69,P4,Defense,SD-SN-IK-KJ-MH,False,0:13.1,1,1,0,0,0,0,0,0,0,2,True,True,True,False,False,False
70,P4,Defense,MS-DP-AC-EF-AM7,False,0:13.5,0,0,1,1,0,0,0,0,0,3,True,False,False,True,False,False
71,P4,Defense,SD-SN-SI-A'M-JB,False,0:21.2,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
72,P4,Offense,SD-SN-SI-A'M-JB,True,0:06.6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
73,P4,Offense,SD-SN-SI-A'M-JB,True,0:27.6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
74,P4,Defense,SD-SN-IK-KJ-MH,False,0:12.5,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
75,P4,Offense,SD-SN-IK-KJ-MH,False,0:23.6,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
76,P4,Defense,SD-SN-IK-KJ-MH,False,0:23.4,0,0,0,0,0,0,1,0,0,0,True,False,True,False,False,False
77,P4,Offense,SD-SN-IK-KJ-MH,False,0:23.8,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
78,P4,Defense,MS-DP-AC-EF-AM7,False,0:11.7,1,1,0,0,0,0,0,0,0,2,True,True,True,False,False,False
79,P4,Offense,MS-DP-AC-EF-AM7,False,0:01.0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
80,P4,Defense,MS-DP-AC-EF-AM7,True,0:05.8,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False
81,P4,Defense,MS-DP-AC-EF-AM7,False,0:11.2,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False
82,P4,Offense,MS-DP-AC-EF-AM7,False,0:18.8,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
83,P4,Defense,SD-SN-SI-A'M-JB,False,0:15.0,0,0,1,1,0,0,0,0,0,3,True,True,False,False,False,False
84,P4,Defense,SD-SN-IK-KJ-MH,False,0:10.1,1,1,0,0,0,0,0,0,0,2,True,True,True,False,False,False
85,P4,Defense,SD-SN-IK-KJ-MH,False,0:12.5,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False
86,P4,Offense,SD-SD-SN-IK-KJ-MH,False,0:05.6,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
87,P4,Defense,MS-DP-AC-EF-AM7,True,0:07.9,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False
88,P4,Defense,MS-DP-AC-EF-AM7,False,0:15.0,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False
89,P4,Defense,MS-DP-AC-EF-AM7,False,0:13.8,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
90,P4,Offense,MS-DP-AC-EF-AM7,False,0:17.1,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False
91,P4,Offense,MS-DP-AC-EF-AM7,False,0:08.5,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False
92,P4,Defense,MS-DP-AC-EF-AM7,True,0:11.0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
93,P4,Defense,MS-DP-AC-EF-AM7,True,0:12.5,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
94,P4,Defense,MS-DP-AC-EF-AM7,False,0:08.7,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
95,P4,Offense,SD-SN-IK-KJ-MH,False,0:17.4,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
96,P4,Offense,SD-SN-IK-KJ-MH,False,0:18.9,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
97,P4,Defense,SD-SN-IK-KJ-MH,True,0:07.4,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
98,P4,Defense,SD-SN-SI-A'M-JB,False,0:13.5,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,True
99,P4,Defense,SD-SN-SI-A'M-JB,False,0:17.4,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
100,P4,Defense,SD-SN-SI-A'M-JB,False,0:14.9,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False
101,P4,Defense,MS-DP-AC-EF-AM7,False,0:11.5,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
102,P4,Defense,MS-DP-AC-EF-AM7,False,0:12.6,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
103,P4,Defense,SD-SN-IK-KJ-MH,True,0:07.1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
104,P4,Defense,SD-SN-IK-KJ-MH,False,0:09.1,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
105,P4,Offense,SD-SN-IK-KJ-MH,False,0:07.4,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False
106,P4,Offense,SD-SN-IK-KJ-MH,False,0:12.9,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
107,P4,Defense,SD-SN-IK-KJ-MH,False,0:19.1,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False
108,P4,Offense,SD-SN-IK-KJ-MH,False,0:18.7,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
109,P4,Defense,SD-SN-IK-KJ-MH,True,0:07.3,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
110,P4,Defense,SD-SN-IK-KJ-MH,False,0:12.6,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
111,P4,Offense,MS-DP-AC-EF-AM7,False,0:15.9,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False
112,P4,Offense,MS-DP-AC-EF-AM7,False,0:24.4,0,0,0,0,2,1,0,0,0,1,False,False,False,False,False,False
113,P4,,MS-DP-AC-EF-AM7,True,0:04.1,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False
114,P4,Offense,SD-SN-IK-KJ-MH,False,0:32.3,1,0,1,0,0,0,0,1,0,0,False,False,False,False,False,False
115,P4,Defense,SD-SN-IK-KJ-MH,False,0:06.8,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
116,P4,Offense,SD-SN-IK-KJ-MH,False,0:14.4,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
117,P4,Offense,MS-DP-AC-EF-AM7,False,0:15.8,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
118,P4,Offense,MS-DP-AC-EF-AM7,False,0:26.8,2,1,0,0,0,0,0,1,0,2,False,False,False,False,False,False
119,P4,Defense,MS-DP-AC-EF-AM7,True,0:11.8,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
120,P4,Defense,MS-DP-AC-EF-AM7,False,0:24.2,0,0,1,0,0,0,0,1,1,0,True,False,True,False,True,False
121,P4,Defense,MS-DP-AC-EF-AM7,False,0:20.6,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,True
122,P4,Offense,MS-DP-AC-EF-AM7,False,0:14.5,1,1,1,0,0,0,0,1,0,2,False,False,False,False,False,False
123,P4,Defense,MS-DP-AC-EF-AM7,False,0:13.4,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
124,P4,Offense,SD-SI-IK-KJ-MH,True,0:17.4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
125,P4,Offense,SD-SI-IK-KJ-MH,False,0:23.4,1,0,1,0,0,0,0,1,0,0,False,False,False,False,False,False
126,P4,Defense,SD-SI-IK-KJ-MH,False,0:14.1,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
127,P4,Offense,SD-SI-IK-KJ-MH,True,0:08.2,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
128,P4,Offense,SD-SI-IK-KJ-MH,False,0:16.0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False
129,P4,Offense,SD-SI-IK-KJ-MH,False,0:13.0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
130,P4,Defense,SD-SI-IK-KJ-MH,False,0:11.4,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
131,P4,Offense,SD-SI-IK-KJ-MH,False,0:06.9,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
132,P4,Offense,MS-DP-AC-EF-AM7,False,0:19.9,1,0,1,0,0,0,0,1,0,0,False,False,False,False,False,False
133,P4,Defense,MS-DP-AC-EF-AM7,False,0:07.9,1,1,0,0,0,0,0,0,0,2,True,True,True,False,False,False
134,P4,Offense,MS-DP-AC-EF-AM7,False,0:13.6,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
135,P4,Defense,MS-DP-AC-EF-AM7,False,0:07.8,1,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False
136,P4,Offense,MS-DP-AC-EF-AM7,True,0:07.4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
137,P4,Offense,MS-DP-AC-EF-AM7,False,0:15.0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
138,P4,Defense,MS-DP-AC-EF-AM7,False,0:06.9,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
139,P4,Offense,MS-DP-AC-EF-AM7,False,0:10.8,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
140,P4,Defense,MS-DP-AC-EF-AM7,True,0:06.0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
141,P4,Offense,SD-SN-IK-KJ-MH,False,0:11.5,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
142,P4,Defense,SD-SN-IK-KJ-MH,False,0:06.1,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
143,P4,Offense,SD-SN-IK-KJ-MH,False,0:25.4,0,0,1,0,0,0,1,1,0,0,False,False,False,False,False,False
144,P4,Defense,SD-SN-IK-KJ-MH,False,0:07.7,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
145,P4,Offense,SD-SN-IK-KJ-MH,False,0:05.2,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
146,P4,Defense,SD-SN-IK-KJ-MH,False,0:23.0,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False
147,P4,Offense,SD-SN-IK-KJ-MH,False,0:06.0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
148,P4,Defense,SD-SN-IK-KJ-MH,False,0:06.8,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
149,P4,Offense,SD-SN-IK-KJ-MH,False,0:09.8,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
150,P4,Defense,SD-SN-IK-KJ-MH,False,0:08.7,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
151,P4,Offense,SD-SN-IK-KJ-MH,False,0:30.7,1,0,1,0,0,0,0,1,0,0,False,False,False,False,False,False
152,P4,Defense,SD-SN-IK-KJ-MH,True,0:11.2,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
153,P4,Defense,SD-SN-IK-KJ-MH,False,0:10.0,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
154,P4,Defense,SD-SN-IK-KJ-MH,True,0:11.1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True
155,P4,Defense,SD-SN-AC-IK-KJ-MH,True,0:07.4,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
156,P4,Defense,SD-SN-IK-KJ-MH,False,0:10.5,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False
157,P4,Offense,SD-SN-IK-KJ-MH,False,0:17.8,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
